fecha,indicativo,tmin,longitud,latitud
2021-01-07,2400E,-7.6,-4.602778,41.995556
2021-01-07,5000C,11.3,-5.346944,35.888611
2021-01-07,9051,-4.7,-3.482778,42.92
2021-01-07,7275C,0.4,-1.159722,38.601667
2021-01-07,2298,-11.5,-3.131667,41.959722
2021-01-07,3168D,-2.2,-3.15,40.630278
2021-01-07,9585,-9.8,1.939444,42.3325
2021-01-07,2462,-9.4,-4.010556,40.793056
2021-01-07,2630X,-13.7,-5.376944,43.062222
2021-01-07,B278,3.9,2.736667,39.560833
2021-01-07,3298X,-1.7,-4.350556,39.546944
2021-01-07,4244X,1.2,-5.062222,39.169444
2021-01-07,2539,-6.2,-4.855556,41.711944
2021-01-07,7178I,4.7,-1.170833,38.001944
2021-01-07,2444,-6.8,-4.68,40.659167
2021-01-07,6302A,1.1,-2.78,37.141389
2021-01-07,3196,-0.4,-3.786111,40.375556
2021-01-07,2030,-8.1,-2.483056,41.775
2021-01-07,4560Y,4.2,-6.675,37.868611
2021-01-07,1050J,-1.9,-2.413333,43.209444
2021-01-07,0149X,-3.3,1.840278,41.72
2021-01-07,8309X,0,-1.244722,39.575556
2021-01-07,1393,4.2,-9.210833,43.160556
2021-01-07,1495,-2,-8.623889,42.238611
2021-01-07,1249X,-1.5,-5.874167,43.353333
2021-01-07,6155A,8.3,-4.482222,36.666111
2021-01-07,3576X,0,-7.231111,39.414722
2021-01-07,2870,-3.3,-5.662222,40.9575
2021-01-07,9201K,-9.1,-0.546944,42.578889
2021-01-07,1351,4.5,-7.684722,43.786111
2021-01-07,3266A,-7.4,-4.141944,40.706389
2021-01-07,1631E,-7.7,-7.2825,42.339444
2021-01-07,7012C,6.3,-0.987778,37.601111
2021-01-07,1057B,3.7,-2.752778,43.453889
2021-01-07,3338,-3.2,-4.25,40.427778000000004
2021-01-07,2374X,-5.2,-4.617222,42.350833
2021-01-07,1484C,-0.8,-8.615833,42.438333
2021-01-07,0252D,3.2,2.54,41.5875
2021-01-07,5911A,3.2,-5.374167,36.760556
2021-01-07,1428,-3.3,-8.410556,42.888056
2021-01-07,0201D,4.1,2.2,41.390556
2021-01-07,9091O,-5.9,-2.735,42.881944
2021-01-07,3365A,-1.3,-4.863611,39.958611
2021-01-07,5298X,4.3,-4.063333,38.023056
2021-01-07,6000A,11.3,-2.956389,35.276389
2021-01-07,5973,8.4,-6.257778,36.499722
2021-01-07,2916A,-5.2,-6.437778,41.011389
2021-01-07,2150H,-10.2,-3.475278,41.191944
2021-01-07,9771C,-4.1,0.598056,41.626111
2021-01-07,9390,-4.1,-1.41,41.114444
2021-01-07,2614,-5.5,-5.735278,41.515556
2021-01-07,1208H,2.1,-5.700833,43.56
2021-01-07,1037Y,-5.7,-2.3175,43.08
2021-01-07,4511C,4.1,-6.765,38.298611
2021-01-07,9001D,-17.5,-4.160556,42.991944
2021-01-07,8096,-0.5,-2.131944,40.067222
2021-01-07,6325O,7.1,-2.356944,36.846389
2021-01-07,1542,-12.6,-6.414167,42.994167
2021-01-07,1111X,2.5,-3.800556,43.491111
2021-01-07,4642E,7.4,-6.911667,37.278333
2021-01-07,2422,-4.5,-4.754444,41.640833
2021-01-07,5910,7.2,-6.3325,36.638889
2021-01-07,9091R,-6.2,-2.732778,42.871944
2021-01-07,4549Y,8,-7.395,37.194722
2021-01-07,3130C,-8.6,-2.618056,41.086389
2021-01-07,2737E,-9.3,-6.196667,42.3775
2021-01-07,1210X,2,-5.848611,43.655833
2021-01-07,B954,6.9,1.384444,38.876389
2021-01-07,3469A,0.4,-6.338889,39.471389
2021-01-07,8050X,6.6,0.167778,38.783611
2021-01-07,9262,-4.6,-1.638333,42.817778
2021-01-07,6001,10.1,-5.598889,36.013889
2021-01-07,9263D,-6.4,-1.65,42.776944
2021-01-07,3044X,-3.5,-2.15,40.530278
2021-01-07,3195,-0.6,-3.678056,40.411944
2021-01-07,B893,5.1,4.215556,39.854722
2021-01-07,9573X,-3.5,-0.141667,41.058056
2021-01-07,7119B,0.4,-1.877222,38.1025
2021-01-07,0255B,1.9,2.696944,41.650833
2021-01-07,5612B,4.9,-4.77,37.194444
2021-01-08,4358X,2.9,-5.880556,38.955556
2021-01-08,4220X,0.9,-4.616389,39.088611
2021-01-08,6106X,5.8,-4.748333,37.029444
2021-01-08,9698U,-6.4,0.865278,42.205278
2021-01-08,4410X,2.5,-6.385556,38.915833
2021-01-08,1331A,-1.7,-7.031389,43.524722
2021-01-08,1690A,-1.4,-7.859722,42.325278
2021-01-08,8489X,-4.6,-0.255833,40.433333
2021-01-08,8025,6.3,-0.494167,38.3725
2021-01-08,2331,-5.9,-3.620278,42.356944
2021-01-08,9434,-2.9,-1.004167,41.660556
2021-01-08,1109,-0.6,-3.825556,43.423889
2021-01-08,6293X,9,-2.701667,36.686944
2021-01-08,1212E,-0.6,-6.044167,43.566944
2021-01-08,9394X,-5.5,-1.645278,41.331111
2021-01-08,3094B,-2.2,-3.021389,40.011389
2021-01-08,1059X,2.1,-3.021667,43.375
2021-01-08,1207U,-2.6,-5.621111,43.523056
2021-01-08,6367B,4.3,-1.943611,37.390556
2021-01-08,7228,3.4,-1.228611,37.957778
2021-01-08,7002Y,6.9,-1.586944,37.417222
2021-01-08,3191E,-2.9,-3.765,40.696111
2021-01-08,0016A,-3,1.163611,41.145
2021-01-08,8058X,5.2,-0.095833,38.928889
2021-01-08,0367,-3.7,2.763333,41.911667
2021-01-08,7247X,1,-1.038056,38.399722
2021-01-08,3200,-1.6,-3.722222,40.299444
2021-01-08,3175,-5.6,-3.443611,40.488611
2021-01-08,3129,-4.3,-3.555556,40.466667
2021-01-08,1014A,-3,-1.792222,43.356944
2021-01-08,7031X,6.2,-0.805833,37.778333
2021-01-08,7209,3.2,-1.687222,37.654722
2021-01-08,3519X,-1.1,-6.085833,40.043056
2021-01-08,2755X,-5.7,-5.666667,42.010833
2021-01-08,8175,-0.2,-1.856389,38.954167
2021-01-08,9244X,-8.8,-1.213611,42.490833
2021-01-08,6277B,9.3,-3.020556,36.747222
2021-01-08,9170,-2.1,-2.331111,42.452222
2021-01-08,7031,5.5,-0.803333,37.788889
2021-01-08,5181D,3,-2.889722,38.314722
2021-01-08,B691Y,6.6,3.016667,39.749167
2021-01-08,1159,0.1,-4.392222,43.393333
2021-01-08,3260B,-1.1,-4.045278,39.884722
2021-01-08,3194U,-3,-3.724167,40.451667
2021-01-08,1283U,0.8,-6.47,43.569167
2021-01-08,1083L,2.2,-3.233889,43.394722
2021-01-08,2117D,-10.2,-3.742778,41.665833
2021-01-08,5514,3.5,-3.631389,37.137222
2021-01-08,B248,-0.2,2.713056,39.735
2021-01-08,5860E,5.4,-6.738056,37.098056
2021-01-08,2465,-7.4,-4.126389,40.945278
2021-01-08,B228,6.7,2.625278,39.555278
2021-01-08,B013X,3.1,2.885833,39.823333
2021-01-08,4090Y,-0.1,-2.420556,39.416667
2021-01-08,0324A,-7.2,2.196111,42.191389
2021-01-08,5995B,9,-5.965,36.245556
2021-01-08,1473A,-1.5,-8.627222,42.738333
2021-01-08,1024E,0,-2.041111,43.306389
2021-01-08,9619,-10.4,1.463056,42.354722
2021-01-08,5427X,4.2,-4.353889,37.556111
2021-01-08,1082,-0.3,-2.906389,43.298056
2021-01-08,B569X,6.9,3.478056,39.716667
2021-01-08,7145D,1.6,-1.380556,38.232778
2021-01-08,5402,5.5,-4.846667,37.848889
2021-01-08,1387E,-3.2,-8.371944,43.306944
2021-01-08,5641X,6.8,-5.085,37.516111
2021-01-08,4148,-0.1,-3.566667,38.518056
2021-01-08,1002Y,-4.6,-1.543056,43.135833
2021-01-08,6058I,10.2,-5.155,36.416944
2021-01-08,9898,-6.7,-0.325556,42.084444
2021-01-08,9569A,-3.4,-0.237778,40.946667
2021-01-08,1505,-4.1,-7.4575,43.111389
2021-01-08,2661,-8.1,-5.651111,42.588333
2021-01-08,7096B,-0.1,-1.703056,38.541944
2021-01-08,5960,6.8,-6.055833,36.750556
2021-01-08,9434P,-1.6,-0.935,41.620833
2021-01-08,8019,6.3,-0.570833,38.282778
2021-01-08,8500A,4.2,-0.071944,39.957222
2021-01-08,5796,6.8,-5.611389,37.164444
2021-01-08,5047E,1,-2.735,37.505833
2021-01-08,5972X,8.1,-6.205556,36.465556
2021-01-08,1475X,-0.3,-8.555833,42.876111
2021-01-08,0076,1.2,2.07,41.292778
2021-01-08,4061X,1.3,-3.046944,39.5975
2021-01-08,3110C,-9.3,-3.613611,41.006944
2021-01-08,9990X,-12.7,0.876944,42.700278
2021-01-08,8325X,4.6,-0.371944,39.184722
2021-01-08,2867,-6.4,-5.498333,40.959444
2021-01-08,B346X,5.8,3.019167,39.521667
2021-01-08,2235U,-6.6,-4.52,42.870556
2021-01-08,1221D,-8.2,-5.776389,42.978611
2021-01-08,2775X,-8.9,-6.279722,41.941389
2021-01-08,9981A,1.2,0.493333,40.820278
2021-01-08,3434X,-2,-5.5825,39.945833
2021-01-08,1041A,-1.3,-2.251111,43.302222
2021-01-08,4267X,2.2,-5.121111,38.498611
2021-01-08,9294E,-5.6,-1.475278,42.198611
2021-01-08,4386B,1.3,-6.016944,38.231667
2021-01-08,4452,1.4,-6.813889,38.883333
2021-01-08,3391,-0.8,-4.590833,40.288611
2021-01-08,5390Y,1.2,-4.608889,38.333056
2021-01-08,9263X,-5.6,-1.5325,42.776111
2021-01-08,3111D,-9.4,-3.580278,41.135556
2021-01-08,3013,-4.5,-1.878889,40.841667
2021-01-08,8293X,3.8,-0.523611,39.001667
2021-01-08,0372C,-4.5,2.763611,42.104444
2021-01-08,5704B,2.3,-5.769722,37.926389
2021-01-08,8414A,4.1,-0.474722,39.485
2021-01-08,1735X,-6.9,-7.733611,42.079167
2021-01-08,5270B,3.5,-3.808889,37.7775
2021-01-08,9563X,-5.1,-0.186667,40.498611
2021-01-08,1700X,-3.9,-8.0925,42.421389
2021-01-08,3526X,-1.1,-6.5575,40.003611
2021-01-08,1387,2.9,-8.421389,43.365833
2021-01-08,9381I,-3.6,-1.293333,40.926111
2021-01-08,4121,0.4,-3.920278,38.989167
2021-01-08,8177A,-1.2,-1.66,38.935833
2021-01-08,1183X,4.6,-4.748056,43.420278
2021-01-08,8368U,-2.8,-1.124167,40.350556
2021-01-08,8178D,0,-1.862222,39.005556
2021-01-08,8416Y,4.3,-0.366389,39.480556
2021-01-08,5783,6.7,-5.879167,37.416667
2021-01-08,1400,3.2,-9.291389,42.924722
2021-01-08,6156X,10.6,-4.481667,36.717778
2021-01-08,5530E,4.4,-3.789444,37.189722
2021-01-08,1078I,-0.9,-3.104722,43.203333
2021-01-08,9208E,-9.2,-0.673056,42.708889
2021-01-08,0200E,-0.2,2.124167,41.418333
2021-01-08,9019B,-5.6,-3.933889,42.806389
2021-01-08,2946X,-3.2,-6.6,40.635
2021-01-08,1549,-7.3,-6.6,42.563889
2021-01-08,4147X,0.5,-3.391389,38.750556
2021-01-08,2400E,-6,-4.602778,41.995556
2021-01-08,5000C,11.6,-5.346944,35.888611
2021-01-08,9051,-6,-3.482778,42.92
2021-01-08,7275C,0,-1.159722,38.601667
2021-01-08,2298,-14.9,-3.131667,41.959722
2021-01-08,3168D,-2.7,-3.15,40.630278
2021-01-08,9585,-8.9,1.939444,42.3325
2021-01-08,2462,-9.5,-4.010556,40.793056
2021-01-08,2630X,-12.9,-5.376944,43.062222
2021-01-08,B278,6.2,2.736667,39.560833
2021-01-08,3298X,-2.9,-4.350556,39.546944
2021-01-08,4244X,0.5,-5.062222,39.169444
2021-01-08,2539,-4.7,-4.855556,41.711944
2021-01-08,7178I,4.2,-1.170833,38.001944
2021-01-08,2444,-8.6,-4.68,40.659167
2021-01-08,3196,-1.8,-3.786111,40.375556
2021-01-08,2030,-11.1,-2.483056,41.775
2021-01-08,4560Y,1.4,-6.675,37.868611
2021-01-08,1050J,-3.5,-2.413333,43.209444
2021-01-08,0149X,-4.4,1.840278,41.72
2021-01-08,8309X,-0.1,-1.244722,39.575556
2021-01-08,1393,4.1,-9.210833,43.160556
2021-01-08,1495,-2.4,-8.623889,42.238611
2021-01-08,1249X,-2.1,-5.874167,43.353333
2021-01-08,6155A,10.3,-4.482222,36.666111
2021-01-08,3576X,0,-7.231111,39.414722
2021-01-08,2870,-4,-5.662222,40.9575
2021-01-08,9201K,-11.8,-0.546944,42.578889
2021-01-08,1351,5.1,-7.684722,43.786111
2021-01-08,3266A,-8.1,-4.141944,40.706389
2021-01-08,1631E,-7.8,-7.2825,42.339444
2021-01-08,7012C,6.1,-0.987778,37.601111
2021-01-08,1057B,3.3,-2.752778,43.453889
2021-01-08,3338,-5.2,-4.25,40.427778000000004
2021-01-08,2374X,-4.6,-4.617222,42.350833
2021-01-08,1484C,-1.2,-8.615833,42.438333
2021-01-08,0252D,1.3,2.54,41.5875
2021-01-08,5911A,3.9,-5.374167,36.760556
2021-01-08,1428,-1.8,-8.410556,42.888056
2021-01-08,0201D,2.3,2.2,41.390556
2021-01-08,9091O,-6.9,-2.735,42.881944
2021-01-08,3365A,-1.9,-4.863611,39.958611
2021-01-08,5298X,4.4,-4.063333,38.023056
2021-01-08,6000A,13.6,-2.956389,35.276389
2021-01-08,5973,8.1,-6.257778,36.499722
2021-01-08,2916A,-5.4,-6.437778,41.011389
2021-01-08,2150H,-10.4,-3.475278,41.191944
2021-01-08,9771C,-4,0.598056,41.626111
2021-01-08,9390,-4.4,-1.41,41.114444
2021-01-08,2614,-6.2,-5.735278,41.515556
2021-01-08,1208H,2.1,-5.700833,43.56
2021-01-08,1037Y,-4.7,-2.3175,43.08
2021-01-08,4511C,2.6,-6.765,38.298611
2021-01-08,9001D,-8.3,-4.160556,42.991944
2021-01-08,8096,-0.5,-2.131944,40.067222
2021-01-08,6325O,8.4,-2.356944,36.846389
2021-01-08,1542,-12.2,-6.414167,42.994167
2021-01-08,1111X,2.4,-3.800556,43.491111
2021-01-08,4642E,5.7,-6.911667,37.278333
2021-01-08,2422,-4,-4.754444,41.640833
2021-01-08,5910,6.8,-6.3325,36.638889
2021-01-08,9091R,-7.5,-2.732778,42.871944
2021-01-08,4549Y,7,-7.395,37.194722
2021-01-08,3130C,-8.8,-2.618056,41.086389
2021-01-08,2737E,-11.7,-6.196667,42.3775
2021-01-08,1210X,2.7,-5.848611,43.655833
2021-01-08,B954,7.5,1.384444,38.876389
2021-01-08,3469A,-0.5,-6.338889,39.471389
2021-01-08,8050X,7.8,0.167778,38.783611
2021-01-08,9262,-5.2,-1.638333,42.817778
2021-01-08,6001,11.1,-5.598889,36.013889
2021-01-08,9263D,-6.6,-1.65,42.776944
2021-01-08,3044X,-3.4,-2.15,40.530278
2021-01-08,3195,-1,-3.678056,40.411944
2021-01-08,B893,6.4,4.215556,39.854722
2021-01-08,9573X,-3.7,-0.141667,41.058056
2021-01-08,7119B,0.3,-1.877222,38.1025
2021-01-08,0255B,0.4,2.696944,41.650833
2021-01-08,5612B,5.9,-4.77,37.194444
2021-01-09,4358X,2.5,-5.880556,38.955556
2021-01-09,4220X,-1,-4.616389,39.088611
2021-01-09,6106X,3.8,-4.748333,37.029444
2021-01-09,9698U,-2.5,0.865278,42.205278
2021-01-09,4410X,2.3,-6.385556,38.915833
2021-01-09,1331A,-1.8,-7.031389,43.524722
2021-01-09,1690A,-5.6,-7.859722,42.325278
2021-01-09,8489X,-5,-0.255833,40.433333
2021-01-09,8025,4.7,-0.494167,38.3725
2021-01-09,9784P,-2.7,0.224722,42.63
2021-01-09,2331,-3.9,-3.620278,42.356944
2021-01-09,9434,-0.3,-1.004167,41.660556
2021-01-09,1109,1.5,-3.825556,43.423889
2021-01-09,6293X,7.9,-2.701667,36.686944
2021-01-09,1212E,0.3,-6.044167,43.566944
2021-01-09,9394X,-1.7,-1.645278,41.331111
2021-01-09,3094B,-0.5,-3.021389,40.011389
2021-01-09,1059X,3.5,-3.021667,43.375
2021-01-09,1207U,-1.5,-5.621111,43.523056
2021-01-09,6367B,4.9,-1.943611,37.390556
2021-01-09,7228,5,-1.228611,37.957778
2021-01-09,7002Y,8.3,-1.586944,37.417222
2021-01-09,3191E,-3,-3.765,40.696111
2021-01-09,0016A,2.1,1.163611,41.145
2021-01-09,8058X,4,-0.095833,38.928889
2021-01-09,0367,1.2,2.763333,41.911667
2021-01-09,7247X,0.5,-1.038056,38.399722
2021-01-09,3200,-1.6,-3.722222,40.299444
2021-01-09,4103X,-2.5,-3.0075,39.169167
2021-01-09,3175,-2,-3.443611,40.488611
2021-01-09,3129,-1.3,-3.555556,40.466667
2021-01-09,1014A,0.3,-1.792222,43.356944
2021-01-09,7031X,6.3,-0.805833,37.778333
2021-01-09,7209,4.2,-1.687222,37.654722
2021-01-09,3519X,1.5,-6.085833,40.043056
2021-01-09,2755X,-1.6,-5.666667,42.010833
2021-01-09,8175,-3.1,-1.856389,38.954167
2021-01-09,9244X,-2.8,-1.213611,42.490833
2021-01-09,6277B,7.5,-3.020556,36.747222
2021-01-09,9170,-0.4,-2.331111,42.452222
2021-01-09,7031,6,-0.803333,37.788889
2021-01-09,5181D,0,-2.889722,38.314722
2021-01-09,B691Y,8.4,3.016667,39.749167
2021-01-09,1159,2.4,-4.392222,43.393333
2021-01-09,3260B,-2.4,-4.045278,39.884722
2021-01-09,3194U,-1.4,-3.724167,40.451667
2021-01-09,1283U,1.8,-6.47,43.569167
2021-01-09,1083L,2.8,-3.233889,43.394722
2021-01-09,2117D,-2.5,-3.742778,41.665833
2021-01-09,5514,3,-3.631389,37.137222
2021-01-09,B248,2.2,2.713056,39.735
2021-01-09,5860E,1.9,-6.738056,37.098056
2021-01-09,2465,-3.5,-4.126389,40.945278
2021-01-09,B228,9.5,2.625278,39.555278
2021-01-09,B013X,4.2,2.885833,39.823333
2021-01-09,0324A,0.2,2.196111,42.191389
2021-01-09,5995B,4.6,-5.965,36.245556
2021-01-09,1473A,0.7,-8.627222,42.738333
2021-01-09,1024E,0,-2.041111,43.306389
2021-01-09,9619,-1.1,1.463056,42.354722
2021-01-09,5427X,2.4,-4.353889,37.556111
2021-01-09,1082,1.4,-2.906389,43.298056
2021-01-09,B569X,9.1,3.478056,39.716667
2021-01-09,7145D,1.9,-1.380556,38.232778
