fecha,indicativo,tmin,longitud,latitud
2021-01-09,5402,3.1,-4.846667,37.848889
2021-01-09,1387E,0.7,-8.371944,43.306944
2021-01-09,4148,-1.5,-3.566667,38.518056
2021-01-09,1002Y,-1.5,-1.543056,43.135833
2021-01-09,6058I,6.5,-5.155,36.416944
2021-01-09,9898,-1.9,-0.325556,42.084444
2021-01-09,9569A,-1.8,-0.237778,40.946667
2021-01-09,1505,-4.5,-7.4575,43.111389
2021-01-09,2661,-2.7,-5.651111,42.588333
2021-01-09,7096B,-0.5,-1.703056,38.541944
2021-01-09,5960,3.4,-6.055833,36.750556
2021-01-09,9434P,-0.5,-0.935,41.620833
2021-01-09,8019,5.1,-0.570833,38.282778
2021-01-09,8500A,3.6,-0.071944,39.957222
2021-01-09,5796,4.2,-5.611389,37.164444
2021-01-09,5047E,-1.5,-2.735,37.505833
2021-01-09,5972X,6.3,-6.205556,36.465556
2021-01-09,1475X,2,-8.555833,42.876111
2021-01-09,0076,2.5,2.07,41.292778
2021-01-09,4061X,-0.7,-3.046944,39.5975
2021-01-09,3110C,-4,-3.613611,41.006944
2021-01-09,9990X,-4.8,0.876944,42.700278
2021-01-09,8325X,4.2,-0.371944,39.184722
2021-01-09,2867,-3,-5.498333,40.959444
2021-01-09,B346X,7.8,3.019167,39.521667
2021-01-09,2235U,-3.9,-4.52,42.870556
2021-01-09,1221D,-7.6,-5.776389,42.978611
2021-01-09,2775X,-3.5,-6.279722,41.941389
2021-01-09,9981A,0.6,0.493333,40.820278
2021-01-09,3434X,2,-5.5825,39.945833
2021-01-09,1041A,1.1,-2.251111,43.302222
2021-01-09,4267X,-0.7,-5.121111,38.498611
2021-01-09,9294E,-0.8,-1.475278,42.198611
2021-01-09,4386B,0.2,-6.016944,38.231667
2021-01-09,4452,2.3,-6.813889,38.883333
2021-01-09,3391,0.2,-4.590833,40.288611
2021-01-09,5390Y,-0.5,-4.608889,38.333056
2021-01-09,9263X,-1.7,-1.5325,42.776111
2021-01-09,3111D,-4.7,-3.580278,41.135556
2021-01-09,3013,-6.5,-1.878889,40.841667
2021-01-09,8293X,1.7,-0.523611,39.001667
2021-01-09,0372C,0.6,2.763611,42.104444
2021-01-09,5704B,0.5,-5.769722,37.926389
2021-01-09,8414A,1.6,-0.474722,39.485
2021-01-09,1735X,-10.9,-7.733611,42.079167
2021-01-09,5270B,1.7,-3.808889,37.7775
2021-01-09,9563X,-5.4,-0.186667,40.498611
2021-01-09,1700X,-3.9,-8.0925,42.421389
2021-01-09,3526X,2.2,-6.5575,40.003611
2021-01-09,1387,4.4,-8.421389,43.365833
2021-01-09,9381I,-3.7,-1.293333,40.926111
2021-01-09,4121,-1.5,-3.920278,38.989167
2021-01-09,8177A,-3.1,-1.66,38.935833
2021-01-09,1183X,4.2,-4.748056,43.420278
2021-01-09,8368U,-4.2,-1.124167,40.350556
2021-01-09,8178D,-2.2,-1.862222,39.005556
2021-01-09,8416Y,3.8,-0.366389,39.480556
2021-01-09,5783,4,-5.879167,37.416667
2021-01-09,1400,3,-9.291389,42.924722
2021-01-09,6156X,7.9,-4.481667,36.717778
2021-01-09,5530E,3.8,-3.789444,37.189722
2021-01-09,6084X,8.5,-4.618333,36.538611
2021-01-09,1078I,0.2,-3.104722,43.203333
2021-01-09,9208E,-4,-0.673056,42.708889
2021-01-09,0200E,0.5,2.124167,41.418333
2021-01-09,9019B,-1.6,-3.933889,42.806389
2021-01-09,2946X,-1.5,-6.6,40.635
2021-01-09,1549,-8.4,-6.6,42.563889
2021-01-09,4147X,-1.1,-3.391389,38.750556
2021-01-09,2400E,-4.3,-4.602778,41.995556
2021-01-09,5000C,6.7,-5.346944,35.888611
2021-01-09,9051,-1.5,-3.482778,42.92
2021-01-09,7275C,-1.1,-1.159722,38.601667
2021-01-09,2298,-3.4,-3.131667,41.959722
2021-01-09,3168D,-1.8,-3.15,40.630278
2021-01-09,9585,-6.1,1.939444,42.3325
2021-01-09,2462,-7.5,-4.010556,40.793056
2021-01-09,2630X,-8.4,-5.376944,43.062222
2021-01-09,B278,9,2.736667,39.560833
2021-01-09,3298X,-4.2,-4.350556,39.546944
2021-01-09,4244X,0.1,-5.062222,39.169444
2021-01-09,2539,-2.9,-4.855556,41.711944
2021-01-09,7178I,5,-1.170833,38.001944
2021-01-09,2444,-4,-4.68,40.659167
2021-01-09,6302A,2.6,-2.78,37.141389
2021-01-09,3196,-1.6,-3.786111,40.375556
2021-01-09,2030,-4.3,-2.483056,41.775
2021-01-09,4560Y,0.6,-6.675,37.868611
2021-01-09,1050J,-1,-2.413333,43.209444
2021-01-09,0149X,0.4,1.840278,41.72
2021-01-09,8309X,-4.6,-1.244722,39.575556
2021-01-09,1495,-0.2,-8.623889,42.238611
2021-01-09,1249X,-1.5,-5.874167,43.353333
2021-01-09,6155A,7.3,-4.482222,36.666111
2021-01-09,3576X,0.6,-7.231111,39.414722
2021-01-09,2870,-2,-5.662222,40.9575
2021-01-09,9201K,-4,-0.546944,42.578889
2021-01-09,1351,3.7,-7.684722,43.786111
2021-01-09,3266A,-5.8,-4.141944,40.706389
2021-01-09,1631E,-5.7,-7.2825,42.339444
2021-01-09,7012C,7.9,-0.987778,37.601111
2021-01-09,3338,-1.8,-4.25,40.427778000000004
2021-01-09,2374X,-2.1,-4.617222,42.350833
2021-01-09,1484C,0.9,-8.615833,42.438333
2021-01-09,0252D,2.8,2.54,41.5875
2021-01-09,5911A,-0.5,-5.374167,36.760556
2021-01-09,1428,0.1,-8.410556,42.888056
2021-01-09,0201D,3.8,2.2,41.390556
2021-01-09,9091O,-1.7,-2.735,42.881944
2021-01-09,3365A,1,-4.863611,39.958611
2021-01-09,5298X,0.9,-4.063333,38.023056
2021-01-09,6000A,10.7,-2.956389,35.276389
2021-01-09,5973,8.1,-6.257778,36.499722
2021-01-09,2916A,-2.1,-6.437778,41.011389
2021-01-09,2150H,-7.8,-3.475278,41.191944
2021-01-09,9771C,-0.4,0.598056,41.626111
2021-01-09,9390,-3.2,-1.41,41.114444
2021-01-09,2614,-2,-5.735278,41.515556
2021-01-09,1208H,2.5,-5.700833,43.56
2021-01-09,1037Y,-2.8,-2.3175,43.08
2021-01-09,9001D,-2.4,-4.160556,42.991944
2021-01-09,8096,-0.7,-2.131944,40.067222
2021-01-09,6325O,7.5,-2.356944,36.846389
2021-01-09,1542,-9.6,-6.414167,42.994167
2021-01-09,1111X,3.2,-3.800556,43.491111
2021-01-09,4642E,2.6,-6.911667,37.278333
2021-01-09,2422,-2.7,-4.754444,41.640833
2021-01-09,5910,5.2,-6.3325,36.638889
2021-01-09,9091R,-1.7,-2.732778,42.871944
2021-01-09,4549Y,2.5,-7.395,37.194722
2021-01-09,3130C,-3.8,-2.618056,41.086389
2021-01-09,2737E,-4.7,-6.196667,42.3775
2021-01-09,1210X,1.9,-5.848611,43.655833
2021-01-09,B954,9.3,1.384444,38.876389
2021-01-09,3469A,0.6,-6.338889,39.471389
2021-01-09,8050X,5,0.167778,38.783611
2021-01-09,9262,-1.5,-1.638333,42.817778
2021-01-09,6001,5.9,-5.598889,36.013889
2021-01-09,9263D,-1.9,-1.65,42.776944
2021-01-09,3195,-1.6,-3.678056,40.411944
2021-01-09,B893,9.2,4.215556,39.854722
2021-01-09,9573X,-1.3,-0.141667,41.058056
2021-01-09,7119B,-0.2,-1.877222,38.1025
2021-01-09,0255B,1.8,2.696944,41.650833
2021-01-09,5612B,1.9,-4.77,37.194444
2021-01-10,4358X,0.6,-5.880556,38.955556
2021-01-10,4220X,-1.2,-4.616389,39.088611
2021-01-10,6106X,0.7,-4.748333,37.029444
2021-01-10,9698U,-0.5,0.865278,42.205278
2021-01-10,4410X,-1.4,-6.385556,38.915833
2021-01-10,1331A,5.3,-7.031389,43.524722
2021-01-10,1690A,1.5,-7.859722,42.325278
2021-01-10,8489X,-5.2,-0.255833,40.433333
2021-01-10,8025,3.9,-0.494167,38.3725
2021-01-10,9784P,-4.3,0.224722,42.63
2021-01-10,2331,-3,-3.620278,42.356944
2021-01-10,9434,0.3,-1.004167,41.660556
2021-01-10,1109,3.1,-3.825556,43.423889
2021-01-10,6293X,5.6,-2.701667,36.686944
2021-01-10,1212E,3.7,-6.044167,43.566944
2021-01-10,9394X,-1.4,-1.645278,41.331111
2021-01-10,3094B,-5.2,-3.021389,40.011389
2021-01-10,1059X,3.9,-3.021667,43.375
2021-01-10,1207U,3.4,-5.621111,43.523056
2021-01-10,6367B,4.3,-1.943611,37.390556
2021-01-10,7228,3.3,-1.228611,37.957778
2021-01-10,7002Y,6.4,-1.586944,37.417222
2021-01-10,3191E,-2.2,-3.765,40.696111
2021-01-10,0016A,3.2,1.163611,41.145
2021-01-10,8058X,2.9,-0.095833,38.928889
2021-01-10,0367,2.7,2.763333,41.911667
2021-01-10,7247X,0.2,-1.038056,38.399722
2021-01-10,3200,-4.4,-3.722222,40.299444
2021-01-10,4103X,-4.3,-3.0075,39.169167
2021-01-10,3175,-4.5,-3.443611,40.488611
2021-01-10,3129,-3.5,-3.555556,40.466667
2021-01-10,4067,-7.2,-3.528333,39.491944
2021-01-10,1014A,0.3,-1.792222,43.356944
2021-01-10,7031X,5.1,-0.805833,37.778333
2021-01-10,7209,3.1,-1.687222,37.654722
2021-01-10,3519X,-1.3,-6.085833,40.043056
2021-01-10,2755X,-2.7,-5.666667,42.010833
2021-01-10,8175,-3.8,-1.856389,38.954167
2021-01-10,9244X,-3.8,-1.213611,42.490833
2021-01-10,6277B,6.8,-3.020556,36.747222
2021-01-10,9170,0,-2.331111,42.452222
2021-01-10,7031,4.5,-0.803333,37.788889
2021-01-10,5181D,0,-2.889722,38.314722
2021-01-10,B691Y,4.4,3.016667,39.749167
2021-01-10,1159,2.8,-4.392222,43.393333
2021-01-10,3260B,-4.1,-4.045278,39.884722
2021-01-10,3194U,-0.7,-3.724167,40.451667
2021-01-10,1283U,6.1,-6.47,43.569167
2021-01-10,1083L,3.9,-3.233889,43.394722
2021-01-10,2117D,-2.6,-3.742778,41.665833
2021-01-10,5514,-1.2,-3.631389,37.137222
2021-01-10,B248,1.1,2.713056,39.735
2021-01-10,5860E,1.9,-6.738056,37.098056
2021-01-10,2465,-6.1,-4.126389,40.945278
2021-01-10,B228,8.9,2.625278,39.555278
2021-01-10,B013X,2,2.885833,39.823333
2021-01-10,4090Y,-10,-2.420556,39.416667
2021-01-10,0324A,1.7,2.196111,42.191389
2021-01-10,5995B,3.7,-5.965,36.245556
2021-01-10,1473A,4.4,-8.627222,42.738333
2021-01-10,1024E,0.7,-2.041111,43.306389
2021-01-10,9619,0.4,1.463056,42.354722
2021-01-10,5427X,1.5,-4.353889,37.556111
2021-01-10,1082,2.1,-2.906389,43.298056
2021-01-10,B569X,8.6,3.478056,39.716667
2021-01-10,7145D,1.5,-1.380556,38.232778
2021-01-10,5402,1.9,-4.846667,37.848889
2021-01-10,1387E,5.8,-8.371944,43.306944
2021-01-10,5641X,3.1,-5.085,37.516111
2021-01-10,4148,-1,-3.566667,38.518056
2021-01-10,1002Y,0.1,-1.543056,43.135833
2021-01-10,6058I,5.5,-5.155,36.416944
2021-01-10,9898,-2.4,-0.325556,42.084444
2021-01-10,9569A,-0.5,-0.237778,40.946667
2021-01-10,1505,2.2,-7.4575,43.111389
2021-01-10,2661,-1.2,-5.651111,42.588333
2021-01-10,7096B,-1.2,-1.703056,38.541944
2021-01-10,5960,2.3,-6.055833,36.750556
2021-01-10,9434P,0.2,-0.935,41.620833
2021-01-10,8019,4.6,-0.570833,38.282778
2021-01-10,8500A,5.5,-0.071944,39.957222
2021-01-10,5796,3.2,-5.611389,37.164444
2021-01-10,5047E,-2.2,-2.735,37.505833
2021-01-10,5972X,4.2,-6.205556,36.465556
2021-01-10,1475X,3.8,-8.555833,42.876111
2021-01-10,0076,4.9,2.07,41.292778
2021-01-10,4061X,-5.1,-3.046944,39.5975
2021-01-10,3110C,-5.4,-3.613611,41.006944
2021-01-10,9990X,-5,0.876944,42.700278
2021-01-10,8325X,2.3,-0.371944,39.184722
2021-01-10,2867,-3.9,-5.498333,40.959444
2021-01-10,B346X,5,3.019167,39.521667
2021-01-10,2235U,-2.7,-4.52,42.870556
2021-01-10,1221D,-5.1,-5.776389,42.978611
2021-01-10,2775X,-3.2,-6.279722,41.941389
2021-01-10,9981A,2.4,0.493333,40.820278
2021-01-10,3434X,-1.5,-5.5825,39.945833
2021-01-10,1041A,2.3,-2.251111,43.302222
2021-01-10,4267X,-0.3,-5.121111,38.498611
2021-01-10,9294E,-0.4,-1.475278,42.198611
2021-01-10,4386B,-0.3,-6.016944,38.231667
2021-01-10,4452,0.3,-6.813889,38.883333
2021-01-10,3391,-0.2,-4.590833,40.288611
2021-01-10,5390Y,-1.1,-4.608889,38.333056
2021-01-10,9263X,-4.9,-1.5325,42.776111
2021-01-10,3111D,-6.9,-3.580278,41.135556
2021-01-10,3013,-6.1,-1.878889,40.841667
2021-01-10,8293X,0.3,-0.523611,39.001667
2021-01-10,0372C,2.2,2.763611,42.104444
2021-01-10,5704B,0.2,-5.769722,37.926389
2021-01-10,8414A,-0.9,-0.474722,39.485
2021-01-10,1735X,-4.4,-7.733611,42.079167
2021-01-10,5270B,0.6,-3.808889,37.7775
2021-01-10,1700X,1.5,-8.0925,42.421389
2021-01-10,3526X,-0.1,-6.5575,40.003611
2021-01-10,1387,6.8,-8.421389,43.365833
2021-01-10,9381I,-3.7,-1.293333,40.926111
2021-01-10,4121,-1.6,-3.920278,38.989167
2021-01-10,8177A,-4.6,-1.66,38.935833
2021-01-10,1183X,5,-4.748056,43.420278
2021-01-10,8368U,-4.1,-1.124167,40.350556
2021-01-10,8178D,-3.6,-1.862222,39.005556
2021-01-10,8416Y,2.6,-0.366389,39.480556
2021-01-10,5783,2.3,-5.879167,37.416667
2021-01-10,1400,4.8,-9.291389,42.924722
2021-01-10,6156X,4.5,-4.481667,36.717778
2021-01-10,5530E,-2,-3.789444,37.189722
2021-01-10,6084X,5.7,-4.618333,36.538611
2021-01-10,1078I,1.2,-3.104722,43.203333
2021-01-10,9208E,-3.6,-0.673056,42.708889
2021-01-10,0200E,2.3,2.124167,41.418333
2021-01-10,9019B,0,-3.933889,42.806389
2021-01-10,2946X,-0.9,-6.6,40.635
2021-01-10,1549,-2.9,-6.6,42.563889
2021-01-10,4147X,-0.8,-3.391389,38.750556
2021-01-10,2400E,-2.6,-4.602778,41.995556
2021-01-10,5000C,5.3,-5.346944,35.888611
2021-01-10,9051,-0.3,-3.482778,42.92
2021-01-10,7275C,-2.4,-1.159722,38.601667
2021-01-10,2298,-6,-3.131667,41.959722
2021-01-10,3168D,-2.9,-3.15,40.630278
2021-01-10,9585,-8.3,1.939444,42.3325
2021-01-10,2462,-8.5,-4.010556,40.793056
2021-01-10,2630X,-5.1,-5.376944,43.062222
2021-01-10,B278,8.7,2.736667,39.560833
2021-01-10,4244X,-0.6,-5.062222,39.169444
2021-01-10,2539,-1.9,-4.855556,41.711944
2021-01-10,7178I,4.6,-1.170833,38.001944
2021-01-10,2444,-5.8,-4.68,40.659167
2021-01-10,6302A,0.1,-2.78,37.141389
2021-01-10,3196,-1.5,-3.786111,40.375556
2021-01-10,2030,-7.1,-2.483056,41.775
2021-01-10,4560Y,0.6,-6.675,37.868611
2021-01-10,1050J,0.2,-2.413333,43.209444
2021-01-10,0149X,2.3,1.840278,41.72
2021-01-10,8309X,-5.9,-1.244722,39.575556
2021-01-10,1393,7.4,-9.210833,43.160556
2021-01-10,1495,3,-8.623889,42.238611
2021-01-10,1249X,1,-5.874167,43.353333
2021-01-10,6155A,3.9,-4.482222,36.666111
2021-01-10,3576X,-0.6,-7.231111,39.414722
2021-01-10,2870,-2.1,-5.662222,40.9575
2021-01-10,9201K,-5.9,-0.546944,42.578889
2021-01-10,1351,7.6,-7.684722,43.786111
2021-01-10,3266A,-8.3,-4.141944,40.706389
2021-01-10,1631E,-3.5,-7.2825,42.339444
2021-01-10,7012C,6.8,-0.987778,37.601111
2021-01-10,3338,-5.1,-4.25,40.427778000000004
2021-01-10,2374X,-1.4,-4.617222,42.350833
2021-01-10,1484C,4.7,-8.615833,42.438333
2021-01-10,0252D,4.8,2.54,41.5875
2021-01-10,5911A,-0.5,-5.374167,36.760556
2021-01-10,1428,2.7,-8.410556,42.888056
2021-01-10,0201D,5.4,2.2,41.390556
2021-01-10,9091O,-1.2,-2.735,42.881944
2021-01-10,3365A,-1.3,-4.863611,39.958611
2021-01-10,5298X,-0.3,-4.063333,38.023056
2021-01-10,6000A,8,-2.956389,35.276389
2021-01-10,5973,5.1,-6.257778,36.499722
2021-01-10,2916A,-2.5,-6.437778,41.011389
2021-01-10,2150H,-11.6,-3.475278,41.191944
2021-01-10,9771C,0.1,0.598056,41.626111
2021-01-10,9390,-2.2,-1.41,41.114444
2021-01-10,2614,-2.5,-5.735278,41.515556
2021-01-10,1208H,5.1,-5.700833,43.56
2021-01-10,1037Y,-2,-2.3175,43.08
2021-01-10,9001D,-1.1,-4.160556,42.991944
2021-01-10,8096,-5.8,-2.131944,40.067222
2021-01-10,6325O,5.6,-2.356944,36.846389
2021-01-10,1542,-9.3,-6.414167,42.994167
2021-01-10,1111X,3.3,-3.800556,43.491111
2021-01-10,4642E,2.3,-6.911667,37.278333
2021-01-10,2422,-1.7,-4.754444,41.640833
2021-01-10,5910,3.8,-6.3325,36.638889
2021-01-10,9091R,-0.7,-2.732778,42.871944
2021-01-10,4549Y,4.6,-7.395,37.194722
2021-01-10,3130C,-7.3,-2.618056,41.086389
2021-01-10,2737E,-6.5,-6.196667,42.3775
2021-01-10,1210X,4.5,-5.848611,43.655833
2021-01-10,B954,6.6,1.384444,38.876389
2021-01-10,3469A,-0.3,-6.338889,39.471389
2021-01-10,8050X,3.2,0.167778,38.783611
2021-01-10,9262,-0.8,-1.638333,42.817778
2021-01-10,6001,3.5,-5.598889,36.013889
2021-01-10,9263D,-2.1,-1.65,42.776944
2021-01-10,3044X,-4.1,-2.15,40.530278
2021-01-10,3195,-0.8,-3.678056,40.411944
2021-01-10,B893,8,4.215556,39.854722
2021-01-10,9573X,0,-0.141667,41.058056
2021-01-10,7119B,-0.2,-1.877222,38.1025
2021-01-10,0255B,3.4,2.696944,41.650833
2021-01-10,5612B,0,-4.77,37.194444
